Titulo1=  Dados detalhados das AIH - por local internação - Brasil
Titulo2=Quantidade aprovada por Grupo procedimento segundo Município
Rodape=Período:Set/2023
Nomemapa=c:\tabwin\br_municip.map
"Município";"01 Ações de promoção e prevenção em saúde";"02 Procedimentos com finalidade diagnóstica";"03 Procedimentos clínicos";"04 Procedimentos cirúrgicos";"05 Transplantes de orgãos, tecidos e células";"06 Medicamentos";"07 Órteses, próteses e materiais especiais";"08 Ações complementares da atenção à saúde";"Total"
"260870 LAGOA DOS GATOS";0;0;3;0;0;0;0;0;3
"260875 LAGOA GRANDE";0;150;33;0;0;0;0;137;320
"260880 LAJEDO";0;11;55;0;0;0;0;0;66
"260890 LIMOEIRO";0;2325;1706;110;0;0;0;538;4679
"260900 MACAPARANA";0;0;23;6;0;0;0;0;29
"260910 MACHADOS";0;0;0;0;0;0;0;0;0
"260915 MANARI";0;115;65;0;0;0;0;55;235
"260920 MARAIAL";0;0;0;0;0;0;0;0;0
"260930 MIRANDIBA";0;0;7;0;0;0;0;14;21
"260940 MORENO";0;549;14878;2166;0;0;615;4144;22352
"260950 NAZARE DA MATA";0;2433;1134;86;0;9;0;828;4490
"260960 OLINDA";0;19035;4925;459;0;4;8;3206;27637
"260970 OROBO";0;0;10;0;0;0;0;0;10
"260980 OROCO";0;206;49;0;0;0;0;0;255
"260990 OURICURI";0;5230;830;479;0;0;43;2568;9150
"261000 PALMARES";0;10572;5479;721;0;12;1;5471;22256
"261010 PALMEIRINA";0;0;11;0;0;0;0;47;58
"261020 PANELAS";0;81;11;22;0;0;0;74;188
"261030 PARANATAMA";0;12;36;15;0;0;0;115;178
"261040 PARNAMIRIM";0;0;13;0;0;0;0;25;38
"261050 PASSIRA";0;0;13;0;0;0;0;48;61
"261060 PAUDALHO";0;141;15;180;0;0;0;389;725
"261070 PAULISTA";0;14036;3776;450;0;0;155;858;19275
"261080 PEDRA";0;40;43;0;0;0;0;20;103
"261090 PESQUEIRA";0;736;1179;126;0;0;0;542;2583
"261100 PETROLANDIA";0;637;997;73;0;0;0;403;2110
"261110 PETROLINA";0;17188;20527;1238;39;47;219;7854;47112
"261120 POCAO";0;0;11;0;0;0;0;56;67
"261130 POMBOS";0;0;0;0;0;0;0;0;0
"261140 PRIMAVERA";0;0;0;0;0;0;0;0;0
"261150 QUIPAPA";0;1;6;0;0;0;0;16;23
"261153 QUIXABA";0;0;0;0;0;0;0;0;0
"261160 RECIFE";0;394749;231803;20894;3314;18613;7785;137787;814945
"261170 RIACHO DAS ALMAS";0;0;15;9;0;0;0;53;77
"261180 RIBEIRAO";0;0;0;0;0;0;0;0;0
"261190 RIO FORMOSO";0;1;3;0;0;0;0;8;12
"261200 SAIRE";0;12;7;0;0;0;0;40;59
"261210 SALGADINHO";0;0;0;0;0;0;0;0;0
"261220 SALGUEIRO";0;10202;5205;456;0;15;74;2975;18927
"261230 SALOA";0;4;10;10;0;0;0;20;44
"261240 SANHARO";0;43;23;0;0;0;0;42;108
"261245 SANTA CRUZ";0;210;21;0;0;0;0;113;344
"261247 SANTA CRUZ DA BAIXA VERDE";0;0;5;0;0;0;0;12;17
"261250 SANTA CRUZ DO CAPIBARIBE";0;353;392;0;0;0;0;268;1013
"261255 SANTA FILOMENA";0;0;0;0;0;0;0;0;0
"261260 SANTA MARIA DA BOA VISTA";0;554;108;4;0;0;0;126;792
"261270 SANTA MARIA DO CAMBUCA";0;0;0;0;0;0;0;0;0
"261280 SANTA TEREZINHA";0;0;0;0;0;0;0;0;0
"261290 SAO BENEDITO DO SUL";0;0;0;0;0;0;0;0;0
"261300 SAO BENTO DO UNA";0;111;528;0;0;0;0;270;909
"261310 SAO CAITANO";0;86;388;25;0;0;0;268;767
"261320 SAO JOAO";0;3;11;11;0;0;0;21;46
"261330 SAO JOAQUIM DO MONTE";0;7;16;60;0;0;0;135;218
"261340 SAO JOSE DA COROA GRANDE";0;0;0;0;0;0;0;0;0
"261350 SAO JOSE DO BELMONTE";0;0;39;30;0;0;0;0;69
"261360 SAO JOSE DO EGITO";0;0;0;0;0;0;0;0;0
"261370 SAO LOURENCO DA MATA";0;2525;620;187;0;5;7;764;4108
"261380 SAO VICENTE FERRER";0;0;0;0;0;0;0;0;0
"261390 SERRA TALHADA";0;11498;11670;546;0;9;185;2183;26091
"261400 SERRITA";0;53;16;0;0;0;0;89;158
"261410 SERTANIA";0;201;25;10;0;0;0;120;356
"261420 SIRINHAEM";0;32;14;0;0;0;0;52;98
"261430 MOREILANDIA";0;10;7;0;0;0;0;22;39
"261440 SOLIDAO";0;32;14;0;0;0;0;0;46
"261450 SURUBIM";0;517;1219;49;0;0;0;256;2041
"261460 TABIRA";0;110;15;0;0;0;0;63;188
"261470 TACAIMBO";0;0;0;0;0;0;0;0;0
"261480 TACARATU";0;195;151;0;0;0;0;86;432
"261485 TAMANDARE";0;87;17;0;0;0;0;63;167
"261500 TAQUARITINGA DO NORTE";0;156;22;1;0;0;0;22;201
"261510 TEREZINHA";0;1;5;0;0;0;0;9;15
"261520 TERRA NOVA";0;37;6;0;0;0;0;23;66
"261530 TIMBAUBA";0;56;513;0;0;0;0;0;569
"261540 TORITAMA";0;0;0;0;0;0;0;0;0
"261550 TRACUNHAEM";0;0;0;0;0;0;0;0;0
"261560 TRINDADE";0;0;0;0;0;0;0;0;0
"261570 TRIUNFO";0;7;53;0;0;0;0;36;96
"261580 TUPANATINGA";0;4;84;0;0;0;0;0;88
"261590 TUPARETAMA";0;102;13;10;0;0;0;40;165
"261600 VENTUROSA";0;539;40;32;0;0;0;161;772
"261610 VERDEJANTE";0;22;10;0;0;0;0;0;32
"261618 VERTENTE DO LERIO";0;0;0;0;0;0;0;0;0
"261620 VERTENTES";0;145;283;55;0;0;0;82;565
"261630 VICENCIA";0;0;0;0;0;0;0;0;0
"261640 VITORIA DE SANTO ANTAO";0;5328;7236;316;0;9;6;3295;16190
"261650 XEXEU";0;0;0;0;0;0;0;0;0
" MUNICIPIO IGNORADO - AL";0;0;0;0;0;0;0;0;0
"270010 AGUA BRANCA";0;0;9;0;0;0;0;28;37
"270020 ANADIA";0;0;0;0;0;0;0;0;0
"270030 ARAPIRACA";0;23654;69446;1508;0;2;624;8681;103915
"270040 ATALAIA";0;33;11;0;0;0;0;11;55
"270050 BARRA DE SANTO ANTONIO";0;0;0;0;0;0;0;0;0
"270060 BARRA DE SAO MIGUEL";0;0;0;0;0;0;0;0;0
"270070 BATALHA";0;26;25;61;0;0;0;17;129
"270080 BELEM";0;0;0;0;0;0;0;0;0
"270090 BELO MONTE";0;0;0;0;0;0;0;0;0
"270100 BOCA DA MATA";0;1;1;0;0;0;0;1;3
"270110 BRANQUINHA";0;0;0;0;0;0;0;0;0
"270120 CACIMBINHAS";0;0;0;0;0;0;0;0;0
"270130 CAJUEIRO";0;0;8;0;0;0;0;0;8
"270135 CAMPESTRE";0;0;0;0;0;0;0;0;0
"270140 CAMPO ALEGRE";0;67;346;0;0;0;0;155;568
"270150 CAMPO GRANDE";0;0;0;0;0;0;0;0;0
"270160 CANAPI";0;0;0;0;0;0;0;0;0
"270170 CAPELA";0;6;590;27;0;0;0;174;797
"270180 CARNEIROS";0;0;0;0;0;0;0;0;0
"270190 CHA PRETA";0;0;0;0;0;0;0;0;0
"270200 COITE DO NOIA";0;0;0;0;0;0;0;0;0
"270210 COLONIA LEOPOLDINA";0;0;0;0;0;0;0;0;0
"270220 COQUEIRO SECO";0;0;0;0;0;0;0;0;0
"270230 CORURIPE";0;2891;1112;1540;0;0;68;822;6433
"270235 CRAIBAS";0;7;7;0;0;0;0;0;14
"270240 DELMIRO GOUVEIA";0;189;7422;676;0;0;0;705;8992
"270250 DOIS RIACHOS";0;0;0;0;0;0;0;0;0
"270255 ESTRELA DE ALAGOAS";0;0;0;0;0;0;0;0;0
"270260 FEIRA GRANDE";0;0;0;0;0;0;0;0;0
"270270 FELIZ DESERTO";0;0;0;0;0;0;0;0;0
"270280 FLEXEIRAS";0;0;0;0;0;0;0;0;0
"270290 GIRAU DO PONCIANO";0;0;0;0;0;0;0;0;0
"270300 IBATEGUARA";0;1;1;0;0;0;0;0;2
"270310 IGACI";0;0;0;0;0;0;0;0;0
"270320 IGREJA NOVA";0;0;0;0;0;0;0;0;0
"270330 INHAPI";0;0;0;0;0;0;0;0;0
"270340 JACARE DOS HOMENS";0;0;0;0;0;0;0;0;0
"270350 JACUIPE";0;0;0;0;0;0;0;0;0
"270360 JAPARATINGA";0;0;0;0;0;0;0;0;0
"270370 JARAMATAIA";0;0;0;0;0;0;0;0;0
"270375 JEQUIA DA PRAIA";0;0;0;0;0;0;0;0;0
"270380 JOAQUIM GOMES";0;61;24;0;0;0;0;37;122
"270390 JUNDIA";0;0;0;0;0;0;0;0;0
"270400 JUNQUEIRO";0;47;747;0;0;0;0;143;937
"270410 LAGOA DA CANOA";0;0;0;0;0;0;0;0;0
"270420 LIMOEIRO DE ANADIA";0;0;0;0;0;0;0;0;0
"270430 MACEIO";1;59763;123411;4833;48;762;805;36187;225810
"270440 MAJOR ISIDORO";0;0;0;0;0;0;0;0;0
"270450 MARAGOGI";0;25;25;0;0;0;0;25;75
"270460 MARAVILHA";0;0;0;0;0;0;0;0;0
"270470 MARECHAL DEODORO";0;0;12;0;0;0;0;12;24
"270480 MARIBONDO";0;0;0;0;0;0;0;0;0
"270490 MAR VERMELHO";0;0;0;0;0;0;0;0;0
"270500 MATA GRANDE";0;404;16;0;0;0;0;0;420
"270510 MATRIZ DE CAMARAGIBE";0;11;25;0;0;0;0;0;36
"270520 MESSIAS";0;0;0;0;0;0;0;0;0
"270530 MINADOR DO NEGRAO";0;0;0;0;0;0;0;0;0
"270540 MONTEIROPOLIS";0;0;0;0;0;0;0;0;0
"270550 MURICI";0;0;0;0;0;0;0;0;0
"270560 NOVO LINO";0;0;0;0;0;0;0;0;0
"270570 OLHO D'AGUA DAS FLORES";0;0;0;0;0;0;0;0;0
"270580 OLHO D'AGUA DO CASADO";0;0;0;0;0;0;0;0;0
"270590 OLHO D'AGUA GRANDE";0;0;0;0;0;0;0;0;0
"270600 OLIVENCA";0;0;0;0;0;0;0;0;0
"270610 OURO BRANCO";0;0;0;0;0;0;0;0;0
"270620 PALESTINA";0;0;0;0;0;0;0;0;0
"270630 PALMEIRA DOS INDIOS";0;5339;3975;477;0;12;68;1783;11654
"270640 PAO DE ACUCAR";0;22;8;27;0;0;0;0;57
"270642 PARICONHA";0;0;0;0;0;0;0;0;0
"270644 PARIPUEIRA";0;0;0;0;0;0;0;0;0
"270650 PASSO DE CAMARAGIBE";0;0;0;0;0;0;0;0;0
"270660 PAULO JACINTO";0;0;0;0;0;0;0;0;0
"270670 PENEDO";0;875;157;251;0;1;24;753;2061
"270680 PIACABUCU";0;0;0;0;0;0;0;0;0
"270690 PILAR";0;101;600;224;0;0;0;23;948
"270700 PINDOBA";0;0;0;0;0;0;0;0;0
"270710 PIRANHAS";0;53;125;0;0;0;0;68;246
"270720 POCO DAS TRINCHEIRAS";0;0;0;0;0;0;0;0;0
"270730 PORTO CALVO";0;1041;12091;293;0;0;0;3038;16463
"270740 PORTO DE PEDRAS";0;0;0;0;0;0;0;0;0
"270750 PORTO REAL DO COLEGIO";0;0;0;0;0;0;0;0;0
"270760 QUEBRANGULO";0;0;2;0;0;0;0;0;2
"270770 RIO LARGO";0;685;1228;0;0;0;0;81;1994
"270780 ROTEIRO";0;0;0;0;0;0;0;0;0
"270790 SANTA LUZIA DO NORTE";0;0;0;0;0;0;0;0;0
"270800 SANTANA DO IPANEMA";0;7830;2453;1096;0;36;43;2710;14168
"270810 SANTANA DO MUNDAU";0;0;0;0;0;0;0;0;0
"270820 SAO BRAS";0;0;0;0;0;0;0;0;0
"270830 SAO JOSE DA LAJE";0;0;0;0;0;0;0;0;0
"270840 SAO JOSE DA TAPERA";0;16;28;0;0;0;0;0;44
"270850 SAO LUIS DO QUITUNDE";0;6;12;0;0;0;0;0;18
"270860 SAO MIGUEL DOS CAMPOS";0;5295;2299;259;0;11;0;1595;9459
"270870 SAO MIGUEL DOS MILAGRES";0;0;0;0;0;0;0;0;0
"270880 SAO SEBASTIAO";0;0;0;0;0;0;0;0;0
"270890 SATUBA";0;0;0;0;0;0;0;0;0
"270895 SENADOR RUI PALMEIRA";0;0;0;0;0;0;0;0;0
"270900 TANQUE D'ARCA";0;0;0;0;0;0;0;0;0
"270910 TAQUARANA";0;0;0;0;0;0;0;0;0
"270915 TEOTONIO VILELA";0;7;807;72;0;0;0;352;1238
"270920 TRAIPU";0;0;0;0;0;0;0;0;0
"270930 UNIAO DOS PALMARES";0;1753;236;120;0;0;0;700;2809
"270940 VICOSA";0;34;129;0;0;0;0;60;223
" MUNICIPIO IGNORADO - SE";0;0;0;0;0;0;0;0;0
"280010 AMPARO DE SAO FRANCISCO";0;0;0;0;0;0;0;0;0
"280020 AQUIDABA";0;27;405;0;0;0;0;32;464
"280030 ARACAJU";0;33272;58843;3847;15;111;2898;21403;120389
"280040 ARAUA";0;0;0;0;0;0;0;0;0
"280050 AREIA BRANCA";0;0;0;0;0;0;0;0;0
"280060 BARRA DOS COQUEIROS";0;0;0;0;0;0;0;0;0
"280067 BOQUIM";0;0;0;0;0;0;0;0;0
"280070 BREJO GRANDE";0;0;0;0;0;0;0;0;0
"280100 CAMPO DO BRITO";0;0;0;0;0;0;0;0;0
"280110 CANHOBA";0;0;0;0;0;0;0;0;0
"280120 CANINDE DE SAO FRANCISCO";0;4;20;0;0;0;0;41;65
"280130 CAPELA";0;773;527;101;0;0;5;270;1676
"280140 CARIRA";0;0;0;0;0;0;0;0;0
"280150 CARMOPOLIS";0;0;0;0;0;0;0;0;0
"280160 CEDRO DE SAO JOAO";0;0;0;0;0;0;0;0;0
"280170 CRISTINAPOLIS";0;0;0;0;0;0;0;0;0
"280190 CUMBE";0;0;0;0;0;0;0;0;0
"280200 DIVINA PASTORA";0;0;0;0;0;0;0;0;0
"280210 ESTANCIA";0;2612;655;672;0;14;75;591;4619
"280220 FEIRA NOVA";0;0;0;0;0;0;0;0;0
"280230 FREI PAULO";0;0;0;0;0;0;0;0;0
"280240 GARARU";0;0;0;0;0;0;0;0;0
"280250 GENERAL MAYNARD";0;0;0;0;0;0;0;0;0
"280260 GRACHO CARDOSO";0;0;0;0;0;0;0;0;0
"280270 ILHA DAS FLORES";0;0;0;0;0;0;0;0;0
"280280 INDIAROBA";0;0;0;0;0;0;0;0;0
"280290 ITABAIANA";0;10264;2363;369;0;21;3;1273;14293
"280300 ITABAIANINHA";0;0;0;0;0;0;0;0;0
"280310 ITABI";0;0;0;0;0;0;0;0;0
"280320 ITAPORANGA D'AJUDA";0;0;0;0;0;0;0;0;0
"280330 JAPARATUBA";0;0;0;0;0;0;0;0;0
"280340 JAPOATA";0;0;0;82;0;0;0;0;82
"280350 LAGARTO";0;19001;3665;938;0;9;147;3339;27099
"280360 LARANJEIRAS";0;0;0;0;0;0;0;0;0
"280370 MACAMBIRA";0;0;0;0;0;0;0;0;0
"280380 MALHADA DOS BOIS";0;0;0;0;0;0;0;0;0
"280390 MALHADOR";0;0;0;0;0;0;0;0;0
"280400 MARUIM";0;0;0;0;0;0;0;0;0
"280410 MOITA BONITA";0;0;0;0;0;0;0;0;0
"280420 MONTE ALEGRE DE SERGIPE";0;0;0;0;0;0;0;0;0
"280430 MURIBECA";0;0;0;0;0;0;0;0;0
"280440 NEOPOLIS";0;0;0;0;0;0;0;0;0
"280445 NOSSA SENHORA APARECIDA";0;0;0;0;0;0;0;0;0
"280450 NOSSA SENHORA DA GLORIA";0;1;2;0;0;0;0;0;3
"280460 NOSSA SENHORA DAS DORES";0;0;0;0;0;0;0;0;0
"280470 NOSSA SENHORA DE LOURDES";0;0;0;0;0;0;0;0;0
"280480 NOSSA SENHORA DO SOCORRO";0;7338;315;50;0;5;0;0;7708
"280490 PACATUBA";0;0;0;0;0;0;0;0;0
"280500 PEDRA MOLE";0;0;0;0;0;0;0;0;0
"280510 PEDRINHAS";0;0;0;0;0;0;0;0;0
"280520 PINHAO";0;0;0;0;0;0;0;0;0
"280530 PIRAMBU";0;0;0;0;0;0;0;0;0
"280540 POCO REDONDO";0;0;0;0;0;0;0;0;0
"280550 POCO VERDE";0;0;0;0;0;0;0;0;0
"280560 PORTO DA FOLHA";0;0;0;0;0;0;0;0;0
"280570 PROPRIA";0;4781;198;71;0;2;1;12;5065
"280580 RIACHAO DO DANTAS";0;0;0;0;0;0;0;0;0
"280590 RIACHUELO";0;0;200;0;0;0;0;97;297
"280600 RIBEIROPOLIS";0;0;0;0;0;0;0;0;0
"280610 ROSARIO DO CATETE";0;0;0;0;0;0;0;0;0
"280620 SALGADO";0;0;0;0;0;0;0;0;0
"280630 SANTA LUZIA DO ITANHY";0;0;0;0;0;0;0;0;0
"280640 SANTANA DO SAO FRANCISCO";0;0;0;0;0;0;0;0;0
"280650 SANTA ROSA DE LIMA";0;0;0;0;0;0;0;0;0
"280660 SANTO AMARO DAS BROTAS";0;0;0;0;0;0;0;0;0
"280670 SAO CRISTOVAO";0;1385;464;93;0;0;0;113;2055
"280680 SAO DOMINGOS";0;0;0;0;0;0;0;0;0
"280690 SAO FRANCISCO";0;0;0;0;0;0;0;0;0
"280700 SAO MIGUEL DO ALEIXO";0;0;0;0;0;0;0;0;0
"280710 SIMAO DIAS";0;0;0;0;0;0;0;0;0
"280720 SIRIRI";0;0;0;0;0;0;0;0;0
"280730 TELHA";0;0;0;0;0;0;0;0;0
"280740 TOBIAS BARRETO";0;0;0;0;0;0;0;0;0
"280750 TOMAR DO GERU";0;0;0;0;0;0;0;0;0
"280760 UMBAUBA";0;0;0;0;0;0;0;0;0
" MUNICIPIO IGNORADO - BA";0;0;0;0;0;0;0;0;0
"290010 ABAIRA";0;0;0;0;0;0;0;0;0
"290020 ABARE";0;12;25;0;0;0;0;0;37
"290030 ACAJUTIBA";0;0;0;0;0;0;0;0;0
"290035 ADUSTINA";0;0;20;0;0;0;0;20;40
"290040 AGUA FRIA";0;2;4;0;0;0;0;4;10
"290050 ERICO CARDOSO";0;0;7;0;0;0;0;0;7
"290060 AIQUARA";0;0;0;0;0;0;0;0;0
"290070 ALAGOINHAS";0;4650;11238;288;0;8;81;1212;17477
"290080 ALCOBACA";0;0;0;0;0;0;0;0;0
"290090 ALMADINA";0;0;0;0;0;0;0;0;0
"290100 AMARGOSA";0;613;190;116;0;0;0;230;1149
"290110 AMELIA RODRIGUES";0;439;335;0;0;0;0;88;862
"290115 AMERICA DOURADA";0;6;32;0;0;0;0;64;102
"290120 ANAGE";0;0;0;0;0;0;0;0;0
"290130 ANDARAI";0;194;38;0;0;0;0;95;327
"290135 ANDORINHA";0;0;0;0;0;0;0;0;0
"290140 ANGICAL";0;0;11;0;0;0;0;3;14
"290150 ANGUERA";0;0;7;0;0;0;0;0;7
"290160 ANTAS";0;70;304;232;0;0;0;368;974
"290170 ANTONIO CARDOSO";0;0;0;0;0;0;0;0;0
"290180 ANTONIO GONCALVES";0;0;0;0;0;0;0;0;0
"290190 APORA";0;0;0;0;0;0;0;0;0
"290195 APUAREMA";0;0;0;0;0;0;0;0;0
"290200 ARACATU";0;16;14;0;0;0;0;38;68
"290205 ARACAS";0;0;36;0;0;0;0;10;46
"290210 ARACI";0;247;43;15;0;0;0;65;370
"290220 ARAMARI";0;0;0;0;0;0;0;0;0
"290225 ARATACA";0;0;0;0;0;0;0;0;0
"290230 ARATUIPE";0;0;0;0;0;0;0;0;0
"290240 AURELINO LEAL";0;0;39;20;0;0;0;0;59
"290250 BAIANOPOLIS";0;0;0;0;0;0;0;0;0
"290260 BAIXA GRANDE";0;234;196;0;0;0;0;83;513
"290265 BANZAE";0;0;0;0;0;0;0;0;0
"290270 BARRA";0;2260;575;122;0;0;0;753;3710
"290280 BARRA DA ESTIVA";0;942;2135;146;0;2;57;432;3714
"290290 BARRA DO CHOCA";0;0;0;0;0;0;0;0;0
"290300 BARRA DO MENDES";0;4;26;0;0;0;0;0;30
"290310 BARRA DO ROCHA";0;0;0;0;0;0;0;0;0
"290320 BARREIRAS";0;50961;96562;1291;16;21;491;9869;159211
"290323 BARRO ALTO";0;3;19;0;0;0;0;30;52
"290327 BARROCAS";0;314;38;12;0;0;0;101;465
"290330 BARRO PRETO";0;0;5;0;0;0;0;0;5
"290340 BELMONTE";0;302;95;3;0;0;0;138;538
"290350 BELO CAMPO";3;662;64;8;0;0;0;0;737
"290360 BIRITINGA";0;18;16;0;0;0;0;20;54
"290370 BOA NOVA";0;0;0;0;0;0;0;0;0
"290380 BOA VISTA DO TUPIM";0;0;5;0;0;0;0;0;5
"290390 BOM JESUS DA LAPA";0;2300;4800;174;0;0;17;597;7888
"290395 BOM JESUS DA SERRA";0;18;170;0;0;0;0;5;193
"290400 BONINAL";0;306;17;0;0;0;0;40;363
"290405 BONITO";0;9;40;0;0;0;0;76;125
"290410 BOQUIRA";0;1;43;23;0;0;0;150;217
"290420 BOTUPORA";0;0;22;8;0;0;0;0;30
"290430 BREJOES";0;4;132;0;0;0;0;14;150
"290440 BREJOLANDIA";0;0;21;0;0;0;0;55;76
"290450 BROTAS DE MACAUBAS";0;0;14;0;0;0;0;0;14
"290460 BRUMADO";0;1564;579;226;0;5;0;1938;4312
"290470 BUERAREMA";0;0;0;0;0;0;0;0;0
"290475 BURITIRAMA";0;0;200;0;0;0;0;142;342
"290480 CAATIBA";0;0;0;0;0;0;0;0;0
"290485 CABACEIRAS DO PARAGUACU";0;0;0;0;0;0;0;0;0
"290490 CACHOEIRA";0;6;81;80;0;0;0;224;391
"290500 CACULE";0;0;46;19;0;0;0;116;181
"290510 CAEM";0;0;55;6;0;0;0;0;61
"290515 CAETANOS";0;0;0;0;0;0;0;0;0
"290520 CAETITE";0;6212;4586;617;0;0;73;1074;12562
"290530 CAFARNAUM";0;0;28;21;0;0;0;80;129
"290540 CAIRU";0;0;0;0;0;0;0;0;0
"290550 CALDEIRAO GRANDE";0;0;35;2;0;0;0;0;37
"290560 CAMACAN";0;0;121;196;0;0;0;0;317
"290570 CAMACARI";0;896;4994;454;0;0;36;818;7198
"290580 CAMAMU";0;0;40;0;0;0;0;35;75
"290590 CAMPO ALEGRE DE LOURDES";0;37;51;29;0;0;0;169;286
"290600 CAMPO FORMOSO";0;3064;923;187;0;0;85;892;5151
"290610 CANAPOLIS";0;15;185;14;0;0;0;51;265
"290620 CANARANA";0;9;44;0;0;0;0;0;53
"290630 CANAVIEIRAS";0;14;54;0;0;0;0;291;359
"290640 CANDEAL";0;0;0;0;0;0;0;0;0
"290650 CANDEIAS";0;1406;1426;162;0;0;0;705;3699
"290660 CANDIBA";0;0;20;12;0;0;0;15;47
"290670 CANDIDO SALES";0;0;0;0;0;0;0;0;0
"290680 CANSANCAO";0;43;228;47;0;0;0;0;318
"290682 CANUDOS";0;0;40;0;0;0;0;208;248
"290685 CAPELA DO ALTO ALEGRE";0;0;0;0;0;0;0;0;0
"290687 CAPIM GROSSO";0;442;89;26;0;0;0;195;752
"290689 CARAIBAS";0;0;0;0;0;0;0;0;0
"290690 CARAVELAS";0;500;40;50;0;0;0;0;590
"290700 CARDEAL DA SILVA";0;0;0;0;0;0;0;0;0
"290710 CARINHANHA";0;14;34;109;0;0;0;145;302
"290720 CASA NOVA";0;24;254;36;0;0;0;172;486
"290730 CASTRO ALVES";0;272;40;10;0;0;0;129;451
"290740 CATOLANDIA";0;0;0;0;0;0;0;0;0
"290750 CATU";0;0;116;492;0;0;69;1;678
"290755 CATURAMA";0;0;9;0;0;0;0;0;9
"290760 CENTRAL";0;0;29;0;0;0;0;0;29
"290770 CHORROCHO";0;0;0;0;0;0;0;0;0
"290780 CICERO DANTAS";0;0;31;0;0;0;0;31;62
"290790 CIPO";0;0;50;0;0;0;0;186;236
"290800 COARACI";0;6;70;0;0;0;0;19;95
"290810 COCOS";0;0;456;12;0;0;0;349;817
"290820 CONCEICAO DA FEIRA";0;0;0;0;0;0;0;0;0
"290830 CONCEICAO DO ALMEIDA";0;203;181;0;0;0;0;59;443
"290840 CONCEICAO DO COITE";0;1576;1777;475;0;0;268;910;5006
"290850 CONCEICAO DO JACUIPE";0;0;0;0;0;0;0;0;0
"290860 CONDE";0;2;11;0;0;0;0;0;13
"290870 CONDEUBA";0;0;31;0;0;0;0;0;31
"290880 CONTENDAS DO SINCORA";0;0;0;0;0;0;0;0;0
"290890 CORACAO DE MARIA";0;0;50;409;0;0;0;0;459
"290900 CORDEIROS";0;0;26;0;0;0;0;0;26
"290910 CORIBE";0;129;203;24;0;0;0;24;380
"290920 CORONEL JOAO SA";0;0;0;0;0;0;0;0;0
"290930 CORRENTINA";0;0;0;0;0;0;0;0;0
"290940 COTEGIPE";0;0;0;0;0;0;0;0;0
"290950 CRAVOLANDIA";0;0;70;0;0;0;0;29;99
"290960 CRISOPOLIS";0;24;46;0;0;0;0;138;208
"290970 CRISTOPOLIS";0;0;708;24;0;0;0;549;1281
"290980 CRUZ DAS ALMAS";0;607;1561;275;0;7;0;190;2640
"290990 CURACA";0;0;40;0;0;0;0;0;40
"291000 DARIO MEIRA";0;0;0;0;0;0;0;0;0
"291005 DIAS D'AVILA";0;34;792;153;0;0;0;432;1411
"291010 DOM BASILIO";0;0;42;0;0;0;0;185;227
"291020 DOM MACEDO COSTA";0;0;0;0;0;0;0;0;0
"291030 ELISIO MEDRADO";0;0;15;0;0;0;0;0;15
"291040 ENCRUZILHADA";0;7;51;0;0;0;0;112;170
"291050 ENTRE RIOS";0;0;0;0;0;0;0;0;0
"291060 ESPLANADA";0;1044;283;52;0;0;0;280;1659
"291070 EUCLIDES DA CUNHA";0;1986;551;178;0;0;0;1198;3913
"291072 EUNAPOLIS";0;2910;894;280;0;82;60;1676;5902
"291075 FATIMA";0;0;0;0;0;0;0;0;0
"291077 FEIRA DA MATA";0;0;0;0;0;0;0;0;0
"291080 FEIRA DE SANTANA";0;39762;54144;2193;185;1440;809;12961;111494
"291085 FILADELFIA";0;0;28;30;0;0;0;0;58
"291090 FIRMINO ALVES";0;0;0;0;0;0;0;0;0
"291100 FLORESTA AZUL";0;0;0;0;0;0;0;0;0
"291110 FORMOSA DO RIO PRETO";0;157;50;42;0;0;0;22;271
"291120 GANDU";0;1002;84;33;0;0;0;138;1257
"291125 GAVIAO";0;0;0;0;0;0;0;0;0
"291130 GENTIO DO OURO";0;0;0;0;0;0;0;0;0
"291140 GLORIA";0;0;0;0;0;0;0;0;0
"291150 GONGOGI";0;0;7;0;0;0;0;0;7
"291160 GOVERNADOR MANGABEIRA";0;0;0;0;0;0;0;0;0
"291165 GUAJERU";0;0;0;0;0;0;0;0;0
"291170 GUANAMBI";0;23209;7570;499;0;1;160;1727;33166
"291180 GUARATINGA";0;0;24;1;0;0;0;41;66
"291185 HELIOPOLIS";0;0;0;0;0;0;0;0;0
"291190 IACU";0;0;0;0;0;0;0;0;0
"291200 IBIASSUCE";0;38;50;14;0;0;0;0;102
"291210 IBICARAI";0;0;21;0;0;0;0;12;33
"291220 IBICOARA";0;0;0;0;0;0;0;0;0
"291230 IBICUI";0;2;10;0;0;0;0;2;14
"291240 IBIPEBA";0;0;7;0;0;0;0;20;27
"291250 IBIPITANGA";0;0;26;0;0;0;0;82;108
"291260 IBIQUERA";0;0;0;0;0;0;0;0;0
"291270 IBIRAPITANGA";0;8;107;0;0;0;0;273;388
"291280 IBIRAPUA";0;53;22;0;0;0;0;40;115
"291290 IBIRATAIA";0;4;238;7;0;0;0;225;474
"291300 IBITIARA";0;0;184;0;0;0;0;62;246
"291310 IBITITA";0;1;2;45;0;0;0;0;48
"291320 IBOTIRAMA";0;65;1024;208;0;0;22;898;2217
"291330 ICHU";0;0;0;0;0;0;0;0;0
